x,y,z,xArrow,yArrow,zArrow,label
-10,-9,9,0.03816793893129771,0.03435114503816794,-0.03435114503816794,39
-10,-8,-10,0.03787878787878788,0.030303030303030304,0.03787878787878788,40
-10,-8,-9,0.04081632653061224,0.0326530612244898,0.036734693877551024,41
-10,-8,-8,0.043859649122807015,0.03508771929824561,0.03508771929824561,42
-10,-8,-7,0.046948356807511735,0.03755868544600939,0.03286384976525822,43
-10,-8,-6,0.05,0.04,0.03,44
-10,-8,-5,0.05291005291005291,0.042328042328042326,0.026455026455026454,45
-10,-8,-4,0.05555555555555555,0.044444444444444446,0.022222222222222223,46
-10,-8,-3,0.057803468208092484,0.046242774566473986,0.017341040462427744,47
-10,-8,-2,0.05952380952380952,0.047619047619047616,0.011904761904761904,48
-10,-8,-1,0.06060606060606061,0.048484848484848485,0.006060606060606061,49
-10,-8,0,0.06097560975609756,0.04878048780487805,0.0,50
-10,-8,1,0.06060606060606061,0.048484848484848485,-0.006060606060606061,51
-10,-8,2,0.05952380952380952,0.047619047619047616,-0.011904761904761904,52
-10,-8,3,0.057803468208092484,0.046242774566473986,-0.017341040462427744,53
-10,-8,4,0.05555555555555555,0.044444444444444446,-0.022222222222222223,54
-10,-8,5,0.05291005291005291,0.042328042328042326,-0.026455026455026454,55
-10,-8,6,0.05,0.04,-0.03,56
-10,-8,7,0.046948356807511735,0.03755868544600939,-0.03286384976525822,57
-10,-8,8,0.043859649122807015,0.03508771929824561,-0.03508771929824561,58
-10,-8,9,0.04081632653061224,0.0326530612244898,-0.036734693877551024,59
-10,-7,-10,0.040160642570281124,0.028112449799196786,0.040160642570281124,60
-10,-7,-9,0.043478260869565216,0.030434782608695653,0.0391304347826087,61
-10,-7,-8,0.046948356807511735,0.03286384976525822,0.03755868544600939,62
-10,-7,-7,0.050505050505050504,0.03535353535353535,0.03535353535353535,63
-10,-7,-6,0.05405405405405406,0.03783783783783784,0.032432432432432434,64
-10,-7,-5,0.05747126436781609,0.040229885057471264,0.028735632183908046,65
-10,-7,-4,0.06060606060606061,0.04242424242424243,0.024242424242424242,66
-10,-7,-3,0.06329113924050633,0.04430379746835443,0.0189873417721519,67
-10,-7,-2,0.06535947712418301,0.0457516339869281,0.013071895424836602,68
-10,-7,-1,0.06666666666666667,0.04666666666666667,0.006666666666666667,69
-10,-7,0,0.06711409395973154,0.04697986577181208,0.0,70
-10,-7,1,0.06666666666666667,0.04666666666666667,-0.006666666666666667,71
-10,-7,2,0.06535947712418301,0.0457516339869281,-0.013071895424836602,72
-10,-7,3,0.06329113924050633,0.04430379746835443,-0.0189873417721519,73
-10,-7,4,0.06060606060606061,0.04242424242424243,-0.024242424242424242,74
-10,-7,5,0.05747126436781609,0.040229885057471264,-0.028735632183908046,75
-10,-7,6,0.05405405405405406,0.03783783783783784,-0.032432432432432434,76
-10,-7,7,0.050505050505050504,0.03535353535353535,-0.03535353535353535,77
-10,-7,8,0.046948356807511735,0.03286384976525822,-0.03755868544600939,78
-10,-7,9,0.043478260869565216,0.030434782608695653,-0.0391304347826087,79
-10,-6,-10,0.0423728813559322,0.025423728813559324,0.0423728813559322,80
-10,-6,-9,0.04608294930875576,0.027649769585253458,0.041474654377880185,81
-10,-6,-8,0.05,0.03,0.04,82
-10,-6,-7,0.05405405405405406,0.032432432432432434,0.03783783783783784,83
-10,-6,-6,0.05813953488372093,0.03488372093023256,0.03488372093023256,84
-10,-6,-5,0.062111801242236024,0.037267080745341616,0.031055900621118012,85
-10,-6,-4,0.06578947368421052,0.039473684210526314,0.02631578947368421,86
-10,-6,-3,0.06896551724137931,0.041379310344827586,0.020689655172413793,87
-10,-6,-2,0.07142857142857142,0.04285714285714286,0.014285714285714285,88
-10,-6,-1,0.072992700729927,0.043795620437956206,0.0072992700729927005,89
-10,-6,0,0.07352941176470588,0.04411764705882353,0.0,90
-10,-6,1,0.072992700729927,0.043795620437956206,-0.0072992700729927005,91
-10,-6,2,0.07142857142857142,0.04285714285714286,-0.014285714285714285,92
-10,-6,3,0.06896551724137931,0.041379310344827586,-0.020689655172413793,93
-10,-6,4,0.06578947368421052,0.039473684210526314,-0.02631578947368421,94
-10,-6,5,0.062111801242236024,0.037267080745341616,-0.031055900621118012,95
-10,-6,6,0.05813953488372093,0.03488372093023256,-0.03488372093023256,96
-10,-6,7,0.05405405405405406,0.032432432432432434,-0.03783783783783784,97
-10,-6,8,0.05,0.03,-0.04,98
-10,-6,9,0.04608294930875576,0.027649769585253458,-0.041474654377880185,99
-10,-5,-10,0.044444444444444446,0.022222222222222223,0.044444444444444446,100
-10,-5,-9,0.04854368932038835,0.024271844660194174,0.043689320388349516,101
-10,-5,-8,0.05291005291005291,0.026455026455026454,0.042328042328042326,102
-10,-5,-7,0.05747126436781609,0.028735632183908046,0.040229885057471264,103
-10,-5,-6,0.062111801242236024,0.031055900621118012,0.037267080745341616,104
-10,-5,-5,0.06666666666666667,0.03333333333333333,0.03333333333333333,105
-10,-5,-4,0.07092198581560284,0.03546099290780142,0.028368794326241134,106
-10,-5,-3,0.07462686567164178,0.03731343283582089,0.022388059701492536,107
-10,-5,-2,0.07751937984496124,0.03875968992248062,0.015503875968992248,108
-10,-5,-1,0.07936507936507936,0.03968253968253968,0.007936507936507936,109
-10,-5,0,0.08,0.04,0.0,110
-10,-5,1,0.07936507936507936,0.03968253968253968,-0.007936507936507936,111
-10,-5,2,0.07751937984496124,0.03875968992248062,-0.015503875968992248,112
-10,-5,3,0.07462686567164178,0.03731343283582089,-0.022388059701492536,113
-10,-5,4,0.07092198581560284,0.03546099290780142,-0.028368794326241134,114
-10,-5,5,0.06666666666666667,0.03333333333333333,-0.03333333333333333,115
-10,-5,6,0.062111801242236024,0.031055900621118012,-0.037267080745341616,116
-10,-5,7,0.05747126436781609,0.028735632183908046,-0.040229885057471264,117
-10,-5,8,0.05291005291005291,0.026455026455026454,-0.042328042328042326,118
-10,-5,9,0.04854368932038835,0.024271844660194174,-0.043689320388349516,119
-10,-4,-10,0.046296296296296294,0.018518518518518517,0.046296296296296294,120
-10,-4,-9,0.050761421319796954,0.02030456852791878,0.04568527918781726,121
-10,-4,-8,0.05555555555555555,0.022222222222222223,0.044444444444444446,122
-10,-4,-7,0.06060606060606061,0.024242424242424242,0.04242424242424243,123
-10,-4,-6,0.06578947368421052,0.02631578947368421,0.039473684210526314,124
-10,-4,-5,0.07092198581560284,0.028368794326241134,0.03546099290780142,125
-10,-4,-4,0.07575757575757576,0.030303030303030304,0.030303030303030304,126
-10,-4,-3,0.08,0.032,0.024,127
-10,-4,-2,0.08333333333333333,0.03333333333333333,0.016666666666666666,128
-10,-4,-1,0.08547008547008547,0.03418803418803419,0.008547008547008548,129
-10,-4,0,0.08620689655172414,0.034482758620689655,0.0,130
-10,-4,1,0.08547008547008547,0.03418803418803419,-0.008547008547008548,131
-10,-4,2,0.08333333333333333,0.03333333333333333,-0.016666666666666666,132
-10,-4,3,0.08,0.032,-0.024,133
-10,-4,4,0.07575757575757576,0.030303030303030304,-0.030303030303030304,134
-10,-4,5,0.07092198581560284,0.028368794326241134,-0.03546099290780142,135
-10,-4,6,0.06578947368421052,0.02631578947368421,-0.039473684210526314,136
-10,-4,7,0.06060606060606061,0.024242424242424242,-0.04242424242424243,137
-10,-4,8,0.05555555555555555,0.022222222222222223,-0.044444444444444446,138
-10,-4,9,0.050761421319796954,0.02030456852791878,-0.04568527918781726,139
-10,-3,-10,0.04784688995215311,0.014354066985645933,0.04784688995215311,140
-10,-3,-9,0.05263157894736842,0.015789473684210527,0.04736842105263158,141
-10,-3,-8,0.057803468208092484,0.017341040462427744,0.046242774566473986,142
-10,-3,-7,0.06329113924050633,0.0189873417721519,0.04430379746835443,143
-10,-3,-6,0.06896551724137931,0.020689655172413793,0.041379310344827586,144
-10,-3,-5,0.07462686567164178,0.022388059701492536,0.03731343283582089,145
-10,-3,-4,0.08,0.024,0.032,146
-10,-3,-3,0.0847457627118644,0.025423728813559324,0.025423728813559324,147
-10,-3,-2,0.08849557522123894,0.02654867256637168,0.017699115044247787,148
-10,-3,-1,0.09090909090909091,0.02727272727272727,0.00909090909090909,149
-10,-3,0,0.09174311926605505,0.027522935779816515,0.0,150
-10,-3,1,0.09090909090909091,0.02727272727272727,-0.00909090909090909,151
-10,-3,2,0.08849557522123894,0.02654867256637168,-0.017699115044247787,152
-10,-3,3,0.0847457627118644,0.025423728813559324,-0.025423728813559324,153
-10,-3,4,0.08,0.024,-0.032,154
-10,-3,5,0.07462686567164178,0.022388059701492536,-0.03731343283582089,155
-10,-3,6,0.06896551724137931,0.020689655172413793,-0.041379310344827586,156
-10,-3,7,0.06329113924050633,0.0189873417721519,-0.04430379746835443,157
-10,-3,8,0.057803468208092484,0.017341040462427744,-0.046242774566473986,158
-10,-3,9,0.05263157894736842,0.015789473684210527,-0.04736842105263158,159
-10,-2,-10,0.049019607843137254,0.00980392156862745,0.049019607843137254,160
-10,-2,-9,0.05405405405405406,0.010810810810810811,0.04864864864864865,161
-10,-2,-8,0.05952380952380952,0.011904761904761904,0.047619047619047616,162
-10,-2,-7,0.06535947712418301,0.013071895424836602,0.0457516339869281,163
-10,-2,-6,0.07142857142857142,0.014285714285714285,0.04285714285714286,164
-10,-2,-5,0.07751937984496124,0.015503875968992248,0.03875968992248062,165
-10,-2,-4,0.08333333333333333,0.016666666666666666,0.03333333333333333,166
-10,-2,-3,0.08849557522123894,0.017699115044247787,0.02654867256637168,167
-10,-2,-2,0.09259259259259259,0.018518518518518517,0.018518518518518517,168
-10,-2,-1,0.09523809523809523,0.01904761904761905,0.009523809523809525,169
-10,-2,0,0.09615384615384616,0.019230769230769232,0.0,170
-10,-2,1,0.09523809523809523,0.01904761904761905,-0.009523809523809525,171
-10,-2,2,0.09259259259259259,0.018518518518518517,-0.018518518518518517,172
-10,-2,3,0.08849557522123894,0.017699115044247787,-0.02654867256637168,173
-10,-2,4,0.08333333333333333,0.016666666666666666,-0.03333333333333333,174
-10,-2,5,0.07751937984496124,0.015503875968992248,-0.03875968992248062,175
-10,-2,6,0.07142857142857142,0.014285714285714285,-0.04285714285714286,176
-10,-2,7,0.06535947712418301,0.013071895424836602,-0.0457516339869281,177
-10,-2,8,0.05952380952380952,0.011904761904761904,-0.047619047619047616,178
-10,-2,9,0.05405405405405406,0.010810810810810811,-0.04864864864864865,179
-10,-1,-10,0.04975124378109453,0.004975124378109453,0.04975124378109453,180
-10,-1,-9,0.054945054945054944,0.005494505494505495,0.04945054945054945,181
-10,-1,-8,0.06060606060606061,0.006060606060606061,0.048484848484848485,182
-10,-1,-7,0.06666666666666667,0.006666666666666667,0.04666666666666667,183
-10,-1,-6,0.072992700729927,0.0072992700729927005,0.043795620437956206,184
-10,-1,-5,0.07936507936507936,0.007936507936507936,0.03968253968253968,185
-10,-1,-4,0.08547008547008547,0.008547008547008548,0.03418803418803419,186
-10,-1,-3,0.09090909090909091,0.00909090909090909,0.02727272727272727,187
-10,-1,-2,0.09523809523809523,0.009523809523809525,0.01904761904761905,188
-10,-1,-1,0.09803921568627451,0.00980392156862745,0.00980392156862745,189
-10,-1,0,0.09900990099009901,0.009900990099009901,0.0,190
-10,-1,1,0.09803921568627451,0.00980392156862745,-0.00980392156862745,191
-10,-1,2,0.09523809523809523,0.009523809523809525,-0.01904761904761905,192
-10,-1,3,0.09090909090909091,0.00909090909090909,-0.02727272727272727,193
-10,-1,4,0.08547008547008547,0.008547008547008548,-0.03418803418803419,194
-10,-1,5,0.07936507936507936,0.007936507936507936,-0.03968253968253968,195
-10,-1,6,0.072992700729927,0.0072992700729927005,-0.043795620437956206,196
-10,-1,7,0.06666666666666667,0.006666666666666667,-0.04666666666666667,197
-10,-1,8,0.06060606060606061,0.006060606060606061,-0.048484848484848485,198
-10,-1,9,0.054945054945054944,0.005494505494505495,-0.04945054945054945,199
-10,0,-10,0.05,0.0,0.05,200
-10,0,-9,0.055248618784530384,0.0,0.049723756906077346,201
-10,0,-8,0.06097560975609756,0.0,0.04878048780487805,202
-10,0,-7,0.06711409395973154,0.0,0.04697986577181208,203
-10,0,-6,0.07352941176470588,0.0,0.04411764705882353,204
-10,0,-5,0.08,0.0,0.04,205
-10,0,-4,0.08620689655172414,0.0,0.034482758620689655,206
-10,0,-3,0.09174311926605505,0.0,0.027522935779816515,207
-10,0,-2,0.09615384615384616,0.0,0.019230769230769232,208
-10,0,-1,0.09900990099009901,0.0,0.009900990099009901,209
-10,0,0,0.1,0.0,0.0,210
-10,0,1,0.09900990099009901,0.0,-0.009900990099009901,211
-10,0,2,0.09615384615384616,0.0,-0.019230769230769232,212
-10,0,3,0.09174311926605505,0.0,-0.027522935779816515,213
-10,0,4,0.08620689655172414,0.0,-0.034482758620689655,214
-10,0,5,0.08,0.0,-0.04,215
-10,0,6,0.07352941176470588,0.0,-0.04411764705882353,216
-10,0,7,0.06711409395973154,0.0,-0.04697986577181208,217
-10,0,8,0.06097560975609756,0.0,-0.04878048780487805,218
-10,0,9,0.055248618784530384,0.0,-0.049723756906077346,219
-10,1,-10,0.04975124378109453,-0.004975124378109453,0.04975124378109453,220
-10,1,-9,0.054945054945054944,-0.005494505494505495,0.04945054945054945,221
-10,1,-8,0.06060606060606061,-0.006060606060606061,0.048484848484848485,222
-10,1,-7,0.06666666666666667,-0.006666666666666667,0.04666666666666667,223
-10,1,-6,0.072992700729927,-0.0072992700729927005,0.043795620437956206,224
-10,1,-5,0.07936507936507936,-0.007936507936507936,0.03968253968253968,225
-10,1,-4,0.08547008547008547,-0.008547008547008548,0.03418803418803419,226
-10,1,-3,0.09090909090909091,-0.00909090909090909,0.02727272727272727,227
-10,1,-2,0.09523809523809523,-0.009523809523809525,0.01904761904761905,228
-10,1,-1,0.09803921568627451,-0.00980392156862745,0.00980392156862745,229
-10,1,0,0.09900990099009901,-0.009900990099009901,0.0,230
-10,1,1,0.09803921568627451,-0.00980392156862745,-0.00980392156862745,231
-10,1,2,0.09523809523809523,-0.009523809523809525,-0.01904761904761905,232
-10,1,3,0.09090909090909091,-0.00909090909090909,-0.02727272727272727,233
-10,1,4,0.08547008547008547,-0.008547008547008548,-0.03418803418803419,234
-10,1,5,0.07936507936507936,-0.007936507936507936,-0.03968253968253968,235
-10,1,6,0.072992700729927,-0.0072992700729927005,-0.043795620437956206,236
-10,1,7,0.06666666666666667,-0.006666666666666667,-0.04666666666666667,237
-10,1,8,0.06060606060606061,-0.006060606060606061,-0.048484848484848485,238
-10,1,9,0.054945054945054944,-0.005494505494505495,-0.04945054945054945,239
-10,2,-10,0.049019607843137254,-0.00980392156862745,0.049019607843137254,240
-10,2,-9,0.05405405405405406,-0.010810810810810811,0.04864864864864865,241
-10,2,-8,0.05952380952380952,-0.011904761904761904,0.047619047619047616,242
-10,2,-7,0.06535947712418301,-0.013071895424836602,0.0457516339869281,243
-10,2,-6,0.07142857142857142,-0.014285714285714285,0.04285714285714286,244
-10,2,-5,0.07751937984496124,-0.015503875968992248,0.03875968992248062,245
-10,2,-4,0.08333333333333333,-0.016666666666666666,0.03333333333333333,246
-10,2,-3,0.08849557522123894,-0.017699115044247787,0.02654867256637168,247
-10,2,-2,0.09259259259259259,-0.018518518518518517,0.018518518518518517,248
-10,2,-1,0.09523809523809523,-0.01904761904761905,0.009523809523809525,249
-10,2,0,0.09615384615384616,-0.019230769230769232,0.0,250
-10,2,1,0.09523809523809523,-0.01904761904761905,-0.009523809523809525,251
-10,2,2,0.09259259259259259,-0.018518518518518517,-0.018518518518518517,252
-10,2,3,0.08849557522123894,-0.017699115044247787,-0.02654867256637168,253
-10,2,4,0.08333333333333333,-0.016666666666666666,-0.03333333333333333,254
-10,2,5,0.07751937984496124,-0.015503875968992248,-0.03875968992248062,255
-10,2,6,0.07142857142857142,-0.014285714285714285,-0.04285714285714286,256
-10,2,7,0.06535947712418301,-0.013071895424836602,-0.0457516339869281,257
-10,2,8,0.05952380952380952,-0.011904761904761904,-0.047619047619047616,258
-10,2,9,0.05405405405405406,-0.010810810810810811,-0.04864864864864865,259
-10,3,-10,0.04784688995215311,-0.014354066985645933,0.04784688995215311,260
-10,3,-9,0.05263157894736842,-0.015789473684210527,0.04736842105263158,261
-10,3,-8,0.057803468208092484,-0.017341040462427744,0.046242774566473986,262
-10,3,-7,0.06329113924050633,-0.0189873417721519,0.04430379746835443,263
-10,3,-6,0.06896551724137931,-0.020689655172413793,0.041379310344827586,264
-10,3,-5,0.07462686567164178,-0.022388059701492536,0.03731343283582089,265
-10,3,-4,0.08,-0.024,0.032,266
-10,3,-3,0.0847457627118644,-0.025423728813559324,0.025423728813559324,267
-10,3,-2,0.08849557522123894,-0.02654867256637168,0.017699115044247787,268
-10,3,-1,0.09090909090909091,-0.02727272727272727,0.00909090909090909,269
-10,3,0,0.09174311926605505,-0.027522935779816515,0.0,270
-10,3,1,0.09090909090909091,-0.02727272727272727,-0.00909090909090909,271
-10,3,2,0.08849557522123894,-0.02654867256637168,-0.017699115044247787,272
-10,3,3,0.0847457627118644,-0.025423728813559324,-0.025423728813559324,273
-10,3,4,0.08,-0.024,-0.032,274
-10,3,5,0.07462686567164178,-0.022388059701492536,-0.03731343283582089,275
-10,3,6,0.06896551724137931,-0.020689655172413793,-0.041379310344827586,276
-10,3,7,0.06329113924050633,-0.0189873417721519,-0.04430379746835443,277
-10,3,8,0.057803468208092484,-0.017341040462427744,-0.046242774566473986,278
-10,3,9,0.05263157894736842,-0.015789473684210527,-0.04736842105263158,279
-10,4,-10,0.046296296296296294,-0.018518518518518517,0.046296296296296294,280
-10,4,-9,0.050761421319796954,-0.02030456852791878,0.04568527918781726,281
-10,4,-8,0.05555555555555555,-0.022222222222222223,0.044444444444444446,282
-10,4,-7,0.06060606060606061,-0.024242424242424242,0.04242424242424243,283
-10,4,-6,0.06578947368421052,-0.02631578947368421,0.039473684210526314,284
-10,4,-5,0.07092198581560284,-0.028368794326241134,0.03546099290780142,285
-10,4,-4,0.07575757575757576,-0.030303030303030304,0.030303030303030304,286
-10,4,-3,0.08,-0.032,0.024,287
-10,4,-2,0.08333333333333333,-0.03333333333333333,0.016666666666666666,288
-10,4,-1,0.08547008547008547,-0.03418803418803419,0.008547008547008548,289
-10,4,0,0.08620689655172414,-0.034482758620689655,0.0,290
-10,4,1,0.08547008547008547,-0.03418803418803419,-0.008547008547008548,291
-10,4,2,0.08333333333333333,-0.03333333333333333,-0.016666666666666666,292
-10,4,3,0.08,-0.032,-0.024,293
-10,4,4,0.07575757575757576,-0.030303030303030304,-0.030303030303030304,294
-10,4,5,0.07092198581560284,-0.028368794326241134,-0.03546099290780142,295
-10,4,6,0.06578947368421052,-0.02631578947368421,-0.039473684210526314,296
-10,4,7,0.06060606060606061,-0.024242424242424242,-0.04242424242424243,297
-10,4,8,0.05555555555555555,-0.022222222222222223,-0.044444444444444446,298
-10,4,9,0.050761421319796954,-0.02030456852791878,-0.04568527918781726,299
-10,5,-10,0.044444444444444446,-0.022222222222222223,0.044444444444444446,300
-10,5,-9,0.04854368932038835,-0.024271844660194174,0.043689320388349516,301
-10,5,-8,0.05291005291005291,-0.026455026455026454,0.042328042328042326,302
-10,5,-7,0.05747126436781609,-0.028735632183908046,0.040229885057471264,303
-10,5,-6,0.062111801242236024,-0.031055900621118012,0.037267080745341616,304
-10,5,-5,0.06666666666666667,-0.03333333333333333,0.03333333333333333,305
-10,5,-4,0.07092198581560284,-0.03546099290780142,0.028368794326241134,306
-10,5,-3,0.07462686567164178,-0.03731343283582089,0.022388059701492536,307
-10,5,-2,0.07751937984496124,-0.03875968992248062,0.015503875968992248,308
-10,5,-1,0.07936507936507936,-0.03968253968253968,0.007936507936507936,309
-10,5,0,0.08,-0.04,0.0,310
-10,5,1,0.07936507936507936,-0.03968253968253968,-0.007936507936507936,311
-10,5,2,0.07751937984496124,-0.03875968992248062,-0.015503875968992248,312
-10,5,3,0.07462686567164178,-0.03731343283582089,-0.022388059701492536,313
-10,5,4,0.07092198581560284,-0.03546099290780142,-0.028368794326241134,314
-10,5,5,0.06666666666666667,-0.03333333333333333,-0.03333333333333333,315
-10,5,6,0.062111801242236024,-0.031055900621118012,-0.037267080745341616,316
-10,5,7,0.05747126436781609,-0.028735632183908046,-0.040229885057471264,317
-10,5,8,0.05291005291005291,-0.026455026455026454,-0.042328042328042326,318
-10,5,9,0.04854368932038835,-0.024271844660194174,-0.043689320388349516,319
-10,6,-10,0.0423728813559322,-0.025423728813559324,0.0423728813559322,320
-10,6,-9,0.04608294930875576,-0.027649769585253458,0.041474654377880185,321
-10,6,-8,0.05,-0.03,0.04,322
-10,6,-7,0.05405405405405406,-0.032432432432432434,0.03783783783783784,323
-10,6,-6,0.05813953488372093,-0.03488372093023256,0.03488372093023256,324
-10,6,-5,0.062111801242236024,-0.037267080745341616,0.031055900621118012,325
-10,6,-4,0.06578947368421052,-0.039473684210526314,0.02631578947368421,326
-10,6,-3,0.06896551724137931,-0.041379310344827586,0.020689655172413793,327
-10,6,-2,0.07142857142857142,-0.04285714285714286,0.014285714285714285,328
-10,6,-1,0.072992700729927,-0.043795620437956206,0.0072992700729927005,329
-10,6,0,0.07352941176470588,-0.04411764705882353,0.0,330
-10,6,1,0.072992700729927,-0.043795620437956206,-0.0072992700729927005,331
-10,6,2,0.07142857142857142,-0.04285714285714286,-0.014285714285714285,332
-10,6,3,0.06896551724137931,-0.041379310344827586,-0.020689655172413793,333
-10,6,4,0.06578947368421052,-0.039473684210526314,-0.02631578947368421,334
-10,6,5,0.062111801242236024,-0.037267080745341616,-0.031055900621118012,335
-10,6,6,0.05813953488372093,-0.03488372093023256,-0.03488372093023256,336
-10,6,7,0.05405405405405406,-0.032432432432432434,-0.03783783783783784,337
-10,6,8,0.05,-0.03,-0.04,338
-10,6,9,0.04608294930875576,-0.027649769585253458,-0.041474654377880185,339
-10,7,-10,0.040160642570281124,-0.028112449799196786,0.040160642570281124,340
-10,7,-9,0.043478260869565216,-0.030434782608695653,0.0391304347826087,341
-10,7,-8,0.046948356807511735,-0.03286384976525822,0.03755868544600939,342
-10,7,-7,0.050505050505050504,-0.03535353535353535,0.03535353535353535,343
-10,7,-6,0.05405405405405406,-0.03783783783783784,0.032432432432432434,344
-10,7,-5,0.05747126436781609,-0.040229885057471264,0.028735632183908046,345
-10,7,-4,0.06060606060606061,-0.04242424242424243,0.024242424242424242,346
-10,7,-3,0.06329113924050633,-0.04430379746835443,0.0189873417721519,347
-10,7,-2,0.06535947712418301,-0.0457516339869281,0.013071895424836602,348
-10,7,-1,0.06666666666666667,-0.04666666666666667,0.006666666666666667,349
-10,7,0,0.06711409395973154,-0.04697986577181208,0.0,350
-10,7,1,0.06666666666666667,-0.04666666666666667,-0.006666666666666667,351
-10,7,2,0.06535947712418301,-0.0457516339869281,-0.013071895424836602,352
-10,7,3,0.06329113924050633,-0.04430379746835443,-0.0189873417721519,353
-10,7,4,0.06060606060606061,-0.04242424242424243,-0.024242424242424242,354
-10,7,5,0.05747126436781609,-0.040229885057471264,-0.028735632183908046,355
-10,7,6,0.05405405405405406,-0.03783783783783784,-0.032432432432432434,356
-10,7,7,0.050505050505050504,-0.03535353535353535,-0.03535353535353535,357
-10,7,8,0.046948356807511735,-0.03286384976525822,-0.03755868544600939,358
-10,7,9,0.043478260869565216,-0.030434782608695653,-0.0391304347826087,359
-10,8,-10,0.03787878787878788,-0.030303030303030304,0.03787878787878788,360
-10,8,-9,0.04081632653061224,-0.0326530612244898,0.036734693877551024,361
-10,8,-8,0.043859649122807015,-0.03508771929824561,0.03508771929824561,362
-10,8,-7,0.046948356807511735,-0.03755868544600939,0.03286384976525822,363
-10,8,-6,0.05,-0.04,0.03,364
-10,8,-5,0.05291005291005291,-0.042328042328042326,0.026455026455026454,365
-10,8,-4,0.05555555555555555,-0.044444444444444446,0.022222222222222223,366
-10,8,-3,0.057803468208092484,-0.046242774566473986,0.017341040462427744,367
-10,8,-2,0.05952380952380952,-0.047619047619047616,0.011904761904761904,368
-10,8,-1,0.06060606060606061,-0.048484848484848485,0.006060606060606061,369
-10,8,0,0.06097560975609756,-0.04878048780487805,0.0,370
-10,8,1,0.06060606060606061,-0.048484848484848485,-0.006060606060606061,371
-10,8,2,0.05952380952380952,-0.047619047619047616,-0.011904761904761904,372
-10,8,3,0.057803468208092484,-0.046242774566473986,-0.017341040462427744,373
-10,8,4,0.05555555555555555,-0.044444444444444446,-0.022222222222222223,374
-10,8,5,0.05291005291005291,-0.042328042328042326,-0.026455026455026454,375
-10,8,6,0.05,-0.04,-0.03,376
-10,8,7,0.046948356807511735,-0.03755868544600939,-0.03286384976525822,377
-10,8,8,0.043859649122807015,-0.03508771929824561,-0.03508771929824561,378
-10,8,9,0.04081632653061224,-0.0326530612244898,-0.036734693877551024,379
-10,9,-10,0.03558718861209965,-0.03202846975088968,0.03558718861209965,380
